post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,meta:total_sales,meta:_global_unique_id,tax:product_brand,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,tax:pos_product_visibility,"attribute:30 ML","attribute_data:30 ML",attribute:BOLSA,attribute_data:BOLSA,attribute:BOLSAS,attribute_data:BOLSAS,attribute:CAJA,attribute_data:CAJA,attribute:MEDIDAS,attribute_data:MEDIDAS,"attribute:MEDIDAS 30 ML","attribute_data:MEDIDAS 30 ML",attribute:PAQUETES,attribute_data:PAQUETES,attribute:medidas,attribute_data:medidas,attribute:pa_esencias,attribute_data:pa_esencias,attribute:pa_fragancias,attribute_data:pa_fragancias,attribute:pa_gramaje,attribute_data:pa_gramaje,attribute:pa_medidas,attribute_data:pa_medidas,attribute:pa_paquetes,attribute_data:pa_paquetes
"DESPACHADOR JUMBO",despachador-jumbo,,661,"Oval despachador de papel higiénico jumbo, rollos de papel de hasta 600 mts. Fabricado en ABS resistente para baños de alto tráfico. Despachador de baños comerciales. Color humo. Incluye llave de seguridad.
<h1 id=""title"" class=""a-size-large a-spacing-none""></h1>",,Publicada,,0,"2026-01-27 17:12:32",2,open,,,,no,no,,429,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost/karmax/wp-content/uploads/2026/01/DESPACHADOR-JUMBO.png ! alt :  ! title : DESPACHADOR JUMBO ! desc :  ! caption :  | http://localhost/karmax/wp-content/uploads/2026/01/DESPACHADOR-JUMBO2.png ! alt :  ! title : DESPACHADOR JUMBO2 ! desc :  ! caption : ",,http://localhost/karmax/product/despachador-jumbo/,0,,,simple,,"Hospitales & Clínicas|Hoteles & Hospitalidad|Industria & Manufactura|Oficinas & Corporativos|Restaurantes & Cocinas|Utensilios de Limpieza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PAPEL TOALLA INTERDOBLADA PARA DISPENSADOR",papel-toalla-interdoblada-para-dispensador,,665,"Caja con 20 paquetes de toallas de papel multiplegables, color blanco.",,Publicada,,0,"2026-01-27 17:18:36",2,open,,,,no,no,,269,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost/karmax/wp-content/uploads/2026/01/toallas-interdobladas.png ! alt :  ! title : toallas interdobladas ! desc :  ! caption : ",,http://localhost/karmax/product/papel-toalla-interdoblada-para-dispensador/,0,,,simple,,"Hospitales & Clínicas|Hoteles & Hospitalidad|Industria & Manufactura|Oficinas & Corporativos|Restaurantes & Cocinas|Papelería e Higiene Institucional|Higiene y Desinfección",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PAPEL TOALLA EN ROLLO PARA DISPENSADOR",papel-toalla-en-rollo-para-dispensador,,668,"Caja con 6 piezas de papel toalla en rollo para dispensador. La toalla en rollo para manos es ideal para evitar desperdicios y altos costos a las empresas.
<h1 class=""product_title entry-title""></h1>",,Publicada,,0,"2026-01-27 17:22:04",2,open,,,,no,no,,359,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost/karmax/wp-content/uploads/2026/01/toalla-en-rollo.png ! alt :  ! title : toalla en rollo ! desc :  ! caption : ",,http://localhost/karmax/product/papel-toalla-en-rollo-para-dispensador/,0,,,simple,,"Hospitales & Clínicas|Hoteles & Hospitalidad|Industria & Manufactura|Oficinas & Corporativos|Restaurantes & Cocinas|Papelería e Higiene Institucional|Higiene y Desinfección",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PAPEL HIGIENICO TIPO CASA",papel-higienico-tipo-casa,,676,"Papel higiénico paquete con 40 rollos.",,Publicada,,0,"2026-01-27 18:32:44",2,open,,,,no,no,,230,217,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost/karmax/wp-content/uploads/2026/01/papel-higienico-1.png ! alt :  ! title : papel higienico ! desc :  ! caption : ",,http://localhost/karmax/product/papel-higienico-tipo-casa/,0,,,simple,,"Hospitales & Clínicas|Hoteles & Hospitalidad|Industria & Manufactura|Oficinas & Corporativos|Restaurantes & Cocinas|Papelería e Higiene Institucional|Higiene y Desinfección",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BOLSA PARA BASURA",bolsa-para-basura-2,,684,"Bolsa para basura

Venta mínima 5 kg

5 Kg / bolsa de 220 micras de 90*120 (gruesa)",,Publicada,,0,"2026-01-27 22:11:51",2,open,,,,no,no,,370,325,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost/karmax/wp-content/uploads/2026/01/bolsas-basura.png ! alt :  ! title : bolsas basura ! desc :  ! caption : ",,http://localhost/karmax/product/bolsa-para-basura-2/,0,,,simple,,"Hospitales & Clínicas|Hoteles & Hospitalidad|Industria & Manufactura|Oficinas & Corporativos|Restaurantes & Cocinas|Utensilios de Limpieza|Bolsas y Manejo de Residuos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TAMBO PARA BASURA",tambo-para-basura-2,,691,"Tambo de plástico azul, cerrado, de capacidad 200 litros
<h1></h1>",,Publicada,,0,"2026-01-27 22:37:12",2,open,,,,no,no,,650,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost/karmax/wp-content/uploads/2026/01/tambo.png ! alt :  ! title : tambo ! desc :  ! caption : ",,http://localhost/karmax/product/tambo-para-basura-2/,0,,,simple,,"Hospitales & Clínicas|Hoteles & Hospitalidad|Industria & Manufactura|Oficinas & Corporativos|Restaurantes & Cocinas|Papelería e Higiene Institucional|Utensilios de Limpieza|Bolsas y Manejo de Residuos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DISPENSADOR ESPUMERO CON JABON 200 ML",dispensador-espumero-con-jabon-200-ml,,748,"Dispensador espumero con jabón (aromas fresa, limón o vainilla). Contiene 200 ml",,Publicada,,0,"2026-02-02 06:40:54",2,open,,,,no,no,,37,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost/karmax/wp-content/uploads/2026/02/dispensador-espumero.png ! alt :  ! title : dispensador espumero ! desc :  ! caption : ",,http://localhost/karmax/product/dispensador-espumero-con-jabon-200-ml/,0,,,simple,,"Hospitales & Clínicas|Hoteles & Hospitalidad|Industria & Manufactura|Oficinas & Corporativos|Restaurantes & Cocinas|Higiene y Desinfección",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TAPON PARA VALVULA DE VERTIDO PARA PORRON DE 20 LITROS",tapon-para-valvula-de-vertido-para-porron-de-20-litros,,769,"<p data-start=""192"" data-end=""401"">El Tapón para Válvula de Vertido para porrón de 20 litros es un accesorio indispensable para garantizar un sellado seguro, evitar derrames y facilitar el manejo de líquidos durante el uso y transporte.</p>
<p data-start=""403"" data-end=""692"">Fabricado con material resistente y duradero, ofrece un ajuste preciso que asegura un cierre hermético, ayudando a prevenir fugas, contaminación y desperdicio de producto. Ideal para envases utilizados en productos de limpieza, químicos, agua, detergentes y otros líquidos.</p>",,Publicada,,0,"2026-02-02 06:54:39",2,open,,,,no,no,,70,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost/karmax/wp-content/uploads/2026/02/tapon-valvula-20-lts.png ! alt :  ! title : tapon valvula 20 lts ! desc :  ! caption : ",,http://localhost/karmax/product/tapon-para-valvula-de-vertido-para-porron-de-20-litros/,0,,,simple,,"Químicos de Limpieza|Utensilios de Limpieza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GUANTE DE NITRILO",guante-de-nitrilo,,772,"<p data-start=""202"" data-end=""498"">El Guante de Nitrilo ofrece máxima protección, resistencia y comodidad, siendo ideal para trabajos que requieren higiene, seguridad y precisión. Fabricado con material sintético de alta calidad, es libre de látex, lo que reduce el riesgo de alergias e irritaciones en la piel.</p>
<p data-start=""500"" data-end=""752"">Su diseño ergonómico proporciona un ajuste cómodo y excelente sensibilidad al tacto, permitiendo un manejo seguro de herramientas, químicos y materiales. Es perfecto para uso industrial, médico, alimenticio, automotriz, limpieza y laboratorios.</p>
<p data-start=""754"" data-end=""781"">Beneficios principales:</p>

<ul data-start=""782"" data-end=""988"">
 	<li data-start=""782"" data-end=""831"">
<p data-start=""784"" data-end=""831"">Alta resistencia a químicos, grasas y aceites</p>
</li>
 	<li data-start=""832"" data-end=""867"">
<p data-start=""834"" data-end=""867"">Libre de látex (hipoalergénico)</p>
</li>
 	<li data-start=""868"" data-end=""903"">
<p data-start=""870"" data-end=""903"">Excelente sensibilidad y ajuste</p>
</li>
 	<li data-start=""904"" data-end=""954"">
<p data-start=""906"" data-end=""954"">Alta durabilidad y resistencia a perforaciones</p>
</li>
 	<li data-start=""955"" data-end=""988"">
<p data-start=""957"" data-end=""988"">Desechable y de uso higiénico</p>
</li>
</ul>
<p data-start=""990"" data-end=""1012"">Usos recomendados:</p>

<ul data-start=""1013"" data-end=""1153"">
 	<li data-start=""1013"" data-end=""1037"">
<p data-start=""1015"" data-end=""1037"">Limpieza profesional</p>
</li>
 	<li data-start=""1038"" data-end=""1063"">
<p data-start=""1040"" data-end=""1063"">Industria alimentaria</p>
</li>
 	<li data-start=""1064"" data-end=""1080"">
<p data-start=""1066"" data-end=""1080"">Laboratorios</p>
</li>
 	<li data-start=""1081"" data-end=""1107"">
<p data-start=""1083"" data-end=""1107"">Área médica y estética</p>
</li>
 	<li data-start=""1108"" data-end=""1130"">
<p data-start=""1110"" data-end=""1130"">Talleres mecánicos</p>
</li>
 	<li data-start=""1131"" data-end=""1153"">
<p data-start=""1133"" data-end=""1153"">Manejo de químicos</p>
</li>
</ul>
<strong>Caja con 10 paquetes con 100 cada uno. Sin polvo. </strong>",,Publicada,,0,"2026-02-02 06:59:22",2,open,,,,no,no,,1400,1349,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost/karmax/wp-content/uploads/2026/02/guantes-nitrilo.png ! alt :  ! title : guantes nitrilo ! desc :  ! caption : ",,http://localhost/karmax/product/guante-de-nitrilo/,0,,,simple,,"Hospitales & Clínicas|Hoteles & Hospitalidad|Industria & Manufactura|Oficinas & Corporativos|Restaurantes & Cocinas|Utensilios de Limpieza|Higiene y Desinfección|Bolsas y Manejo de Residuos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AROMATIZANTE AMBIENTAL SANTAL 33 ALTA GAMA - 250 ML",aromatizante-ambiental-santal-33-alta-gama-250-ml,,951,"El aromatizante ambiental tipo Santal 33 de alta gama es una fragancia de lujo caracterizada por notas amaderadas, que recrea un ambiente sofisticado, similar al de hoteles de super lujo.

Es un aroma intenso y duradero, ideal para hogares, oficinas o espacios que buscan una experiencia sensorial elegante y acogedora.<span class=""uJ19be notranslate"" data-wiz-uids=""ik9VT_f,ik9VT_g"" data-processed=""true""><span class=""vKEkVd"" data-animation-atomic="""" data-wiz-attrbind=""class=ik9VT_e/TKHnVd"" data-processed=""true""><span aria-hidden=""true"" data-processed=""true""> </span></span></span>",,Publicada,,0,"2026-02-10 19:09:26",2,open,,,,no,no,,189,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost/karmax/wp-content/uploads/2026/02/santal-33.jpeg ! alt :  ! title : santal 33 ! desc :  ! caption : ",,http://localhost/karmax/product/aromatizante-ambiental-santal-33-alta-gama-250-ml/,0,,,simple,,"Hospitales & Clínicas|Hoteles & Hospitalidad|Industria & Manufactura|Oficinas & Corporativos|Restaurantes & Cocinas|Higiene y Desinfección",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AROMARIZANTE AMBIENTAL AMBAR CEDRO ALTA GAMA - 250 ML",aromarizante-ambiental-ambar-cedro-alta-gama-250-ml,,1086,"Aromatizante de alta gama que perfuma tus espacios con una fragancia cálida y sofisticada. La fusión de ámbar y cedro crea un ambiente elegante, duradero y acogedor, ideal para hogares, oficinas y áreas comerciales que buscan una experiencia sensorial premium.

&nbsp;",,Publicada,,0,"2026-02-19 23:09:02",2,open,,,,no,no,,189,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost/karmax/wp-content/uploads/2026/02/ambar-cedro.jpeg ! alt :  ! title : ambar cedro ! desc :  ! caption : ",,http://localhost/karmax/product/aromarizante-ambiental-ambar-cedro-alta-gama-250-ml/,0,,,simple,,"Hospitales & Clínicas|Hoteles & Hospitalidad|Industria & Manufactura|Oficinas & Corporativos|Restaurantes & Cocinas|Higiene y Desinfección",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AROMARIZANTE AMBIENTAL PALACE ALTA GAMA - 250 ML",aromarizante-ambiental-palace-alta-gama-250-ml,,1090,"Aroma Palace crea una atmósfera de lujo y sofisticación con delicadas notas florales, maderas elegantes y un fondo cálido envolvente. Ideal para transformar cualquier espacio en un ambiente exclusivo, refinado y memorable.",,Publicada,,0,"2026-02-20 18:00:30",2,open,,,,no,no,,189,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost/karmax/wp-content/uploads/2026/02/palace-.jpeg ! alt :  ! title : palace ! desc :  ! caption : ",,http://localhost/karmax/product/aromarizante-ambiental-palace-alta-gama-250-ml/,0,,,simple,,"Hospitales & Clínicas|Hoteles & Hospitalidad|Industria & Manufactura|Oficinas & Corporativos|Restaurantes & Cocinas|Higiene y Desinfección",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
